»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.51.0
»»»  Vision Version:	5.51.3 (R)
»»»  Vision Compiled:	8/27/25
»»»  Driver Version:	5.51.0
»»»  Windows Version:	Windows 7
»»»  Processor Information:	x86 (AMD or Intel) - 2 Processors
»»»  Tester Name:	PMF20724-485 (500V)
»»»  Tester S/N:	PMF20724-485
»»»  Internal Amp Type:	500V Rev D Slow
»»»  Internal Amp S/N:	  iAB5-000/D   
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:	3/12/2026 - 12:41:42
Configured:	03/09/26 06:20:57 PM
Executed:	03/12/26 12:40:54 PM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:	
Lot Name:	
Wafer Name:	
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	3.14e-06
Sample Thickness (microns):	8.00e-02

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PMF20724-485 (500V)
Tester Serial Number:	PMF20724-485
Return Signal Amp. Level:	20.0 [Index: 0]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:	'
Volts:	0.75
Field:	93.75 (kV/cm)
DCBias:	0.25
DCField:	31.25 (kV/cm)
Hysteresis Period (ms):	2.00e-01
Preset:	Enabled
Preset Delay (ms):	1.00e+03
Profile:	Double Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:	401

Valid Data

Point	Time (ms)	Drive Voltage	Measured Polarization (uC/cm2)	Capacitance (uF)	Normalized Capacitance (uF/cm2)	Dielectric Constant	Instantaneous Current (mA)
 283	1.4100e-01	0.5183	6.966113	0.000050	15.865779	1.433459	-0.001489
 284	1.4150e-01	0.5007	6.699285	0.000056	17.858967	1.613542	-0.001676
 285	1.4200e-01	0.4894	6.558724	0.000030	9.407849	0.849991	-0.000883
 286	1.4250e-01	0.4738	6.218042	0.000072	22.802074	2.060147	-0.002141
 287	1.4300e-01	0.4581	6.038172	0.000038	12.038857	1.087700	-0.001130
 288	1.4350e-01	0.4444	5.777300	0.000055	17.460330	1.577525	-0.001639
 289	1.4400e-01	0.4306	5.452103	0.000068	21.765616	1.966504	-0.002043
 290	1.4450e-01	0.4134	5.221011	0.000049	15.467141	1.397442	-0.001452
 291	1.4500e-01	0.3985	4.942272	0.000059	18.656243	1.685575	-0.001751
 292	1.4550e-01	0.3821	4.631369	0.000065	20.808886	1.880064	-0.001953
 293	1.4600e-01	0.3664	4.322850	0.000065	20.649431	1.865658	-0.001938
 294	1.4650e-01	0.3529	4.127494	0.000041	13.075315	1.181343	-0.001227
 295	1.4700e-01	0.3426	3.586691	0.000114	36.196300	3.270304	-0.003398
 296	1.4750e-01	0.3244	3.161434	0.000089	28.462729	2.571582	-0.002672
 297	1.4800e-01	0.3106	2.972034	0.000040	12.676678	1.145327	-0.001190
 298	1.4850e-01	0.2916	2.434804	0.000113	35.957117	3.248694	-0.003375
 299	1.4900e-01	0.2789	1.969047	0.000098	31.173465	2.816495	-0.002926
 300	1.4950e-01	0.2634	1.650997	0.000067	21.287251	1.923284	-0.001998
 301	1.5000e-01	0.2465	1.312698	0.000071	22.642619	2.045741	-0.002126
 302	1.5050e-01	0.2326	1.031576	0.000059	18.815698	1.699982	-0.001766
 303	1.5100e-01	0.2160	0.480052	0.000116	36.913848	3.335133	-0.003465
 304	1.5150e-01	0.2038	0.138179	0.000072	22.881802	2.067350	-0.002148
 305	1.5200e-01	0.1920	-0.444316	0.000122	38.986764	3.522419	-0.003660
 306	1.5250e-01	0.1753	-0.759983	0.000066	21.127796	1.908878	-0.001983
 307	1.5300e-01	0.1598	-1.240035	0.000101	32.130196	2.902935	-0.003016
 308	1.5350e-01	0.1428	-1.653380	0.000087	27.665454	2.499549	-0.002597
 309	1.5400e-01	0.1260	-2.017886	0.000077	24.396625	2.204213	-0.002290
 310	1.5450e-01	0.1114	-2.846958	0.000174	55.490363	5.013505	-0.005209
 311	1.5500e-01	0.0987	-3.022064	0.000037	11.719947	1.058887	-0.001100
 312	1.5550e-01	0.0860	-3.666501	0.000136	43.132595	3.896992	-0.004049
 313	1.5600e-01	0.0737	-3.883298	0.000046	14.510411	1.311003	-0.001362
 314	1.5650e-01	0.0536	-4.324041	0.000093	29.499187	2.665225	-0.002769
 315	1.5700e-01	0.0396	-4.819578	0.000104	33.166654	2.996578	-0.003113
 316	1.5750e-01	0.0259	-5.001831	0.000038	12.198313	1.102107	-0.001145
 317	1.5800e-01	0.0095	-5.487839	0.000102	32.528833	2.938951	-0.003054
 318	1.5850e-01	-0.0047	-5.776109	0.000061	19.294063	1.743201	-0.001811
 319	1.5900e-01	-0.0215	-6.064378	0.000061	19.294063	1.743201	-0.001811
 320	1.5950e-01	-0.0348	-6.371707	0.000065	20.569703	1.858454	-0.001931
 321	1.6000e-01	-0.0508	-6.619475	0.000052	16.583327	1.498289	-0.001557
 322	1.6050e-01	-0.0626	-6.849376	0.000048	15.387414	1.390239	-0.001444
 323	1.6100e-01	-0.0820	-7.107866	0.000054	17.300875	1.563119	-0.001624
 324	1.6150e-01	-0.0951	-7.423532	0.000066	21.127796	1.908878	-0.001983
 325	1.6200e-01	-0.1106	-7.508107	0.000018	5.660655	0.511435	-0.000531
 326	1.6250e-01	-0.1292	-7.855937	0.000073	23.280440	2.103367	-0.002185
 327	1.6300e-01	-0.1413	-7.946467	0.000019	6.059292	0.547452	-0.000569
 328	1.6350e-01	-0.1556	-8.151353	0.000043	13.713136	1.238970	-0.001287
 329	1.6400e-01	-0.1700	-8.413416	0.000055	17.540057	1.584729	-0.001647
 330	1.6450e-01	-0.1845	-8.540874	0.000027	8.530846	0.770754	-0.000801
 331	1.6500e-01	-0.2023	-8.861306	0.000067	21.446706	1.937691	-0.002013
 332	1.6550e-01	-0.2189	-8.972087	0.000023	7.414661	0.669908	-0.000696
 333	1.6600e-01	-0.2316	-9.129325	0.000033	10.524034	0.950837	-0.000988
 334	1.6650e-01	-0.2471	-9.384241	0.000054	17.061692	1.541509	-0.001602
 335	1.6700e-01	-0.2582	-9.495022	0.000023	7.414661	0.669908	-0.000696
 336	1.6750e-01	-0.2782	-9.676084	0.000038	12.118585	1.094903	-0.001138
 337	1.6800e-01	-0.2891	-9.821410	0.000031	9.726759	0.878804	-0.000913
 338	1.6850e-01	-0.3049	-10.023913	0.000043	13.553681	1.224563	-0.001272
 339	1.6900e-01	-0.3217	-9.989368	-0.000007	-2.312098	-0.208896	0.000217
 340	1.6950e-01	-0.3370	-10.243093	0.000053	16.981965	1.534305	-0.001594
 341	1.7000e-01	-0.3503	-10.465847	0.000047	14.909049	1.347019	-0.001400
 342	1.7050e-01	-0.3636	-10.595687	0.000027	8.690301	0.785161	-0.000816
 343	1.7100e-01	-0.3793	-10.755307	0.000034	10.683489	0.965244	-0.001003
 344	1.7150e-01	-0.3938	-10.849412	0.000020	6.298475	0.569062	-0.000591
 345	1.7200e-01	-0.4105	-11.067401	0.000046	14.590139	1.318206	-0.001370
 346	1.7250e-01	-0.4253	-11.180564	0.000024	7.574116	0.684315	-0.000711
 347	1.7300e-01	-0.4404	-11.268713	0.000019	5.899837	0.533045	-0.000554
 348	1.7350e-01	-0.4545	-11.473598	0.000043	13.713136	1.238970	-0.001287
 349	1.7400e-01	-0.4704	-11.547452	0.000016	4.943107	0.446605	-0.000464
 350	1.7450e-01	-0.4856	-11.727323	0.000038	12.038857	1.087700	-0.001130
 351	1.7500e-01	-0.5011	-11.836913	0.000023	7.334933	0.662705	-0.000689
 352	1.7550e-01	-0.4897	-11.751147	0.000018	5.740382	0.518638	0.000539
 353	1.7600e-01	-0.4751	-11.654660	0.000020	6.457930	0.583468	0.000606
 354	1.7650e-01	-0.4581	-11.478363	0.000037	11.799675	1.066090	0.001108
 355	1.7700e-01	-0.4408	-11.435480	0.000009	2.870191	0.259319	0.000269
 356	1.7750e-01	-0.4289	-11.305640	0.000027	8.690301	0.785161	0.000816
 357	1.7800e-01	-0.4111	-11.231786	0.000016	4.943107	0.446605	0.000464
 358	1.7850e-01	-0.3996	-10.874427	0.000075	23.918260	2.160994	0.002245
 359	1.7900e-01	-0.3841	-10.802955	0.000015	4.783652	0.432199	0.000449
 360	1.7950e-01	-0.3654	-10.916119	-0.000024	-7.574116	-0.684315	-0.000711
 361	1.8000e-01	-0.3522	-10.658820	0.000054	17.221147	1.555915	0.001617
 362	1.8050e-01	-0.3341	-10.630232	0.000006	1.913461	0.172879	0.000180
 363	1.8100e-01	-0.3233	-10.414625	0.000045	14.430683	1.303799	0.001355
 364	1.8150e-01	-0.3086	-10.322903	0.000019	6.139020	0.554655	0.000576
 365	1.8200e-01	-0.2934	-10.123973	0.000042	13.314498	1.202953	0.001250
 366	1.8250e-01	-0.2777	-10.004854	0.000025	7.972753	0.720331	0.000748
 367	1.8300e-01	-0.2610	-9.840469	0.000035	11.002400	0.994057	0.001033
 368	1.8350e-01	-0.2467	-9.786865	0.000011	3.587739	0.324149	0.000337
 369	1.8400e-01	-0.2319	-9.714202	0.000015	4.863380	0.439402	0.000457
 370	1.8450e-01	-0.2192	-9.312769	0.000084	26.868179	2.427516	0.002522
 371	1.8500e-01	-0.2036	-9.274651	0.000008	2.551281	0.230506	0.000239
 372	1.8550e-01	-0.1849	-9.047132	0.000048	15.227959	1.375833	0.001429
 373	1.8600e-01	-0.1693	-8.875600	0.000036	11.480765	1.037277	0.001078
 374	1.8650e-01	-0.1575	-8.801746	0.000016	4.943107	0.446605	0.000464
 375	1.8700e-01	-0.1453	-8.396739	0.000085	27.107361	2.449126	0.002545
 376	1.8750e-01	-0.1315	-8.384828	0.000003	0.797275	0.072033	0.000075
 377	1.8800e-01	-0.1141	-8.077499	0.000065	20.569703	1.858454	0.001931
 378	1.8850e-01	-0.1000	-7.958379	0.000025	7.972753	0.720331	0.000748
 379	1.8900e-01	-0.0849	-7.718949	0.000050	16.025234	1.447866	0.001504
 380	1.8950e-01	-0.0677	-7.511681	0.000044	13.872591	1.253376	0.001302
 381	1.9000e-01	-0.0539	-7.323472	0.000040	12.596950	1.138123	0.001183
 382	1.9050e-01	-0.0375	-7.087615	0.000050	15.786052	1.426256	0.001482
 383	1.9100e-01	-0.0275	-7.008996	0.000017	5.262017	0.475419	0.000494
 384	1.9150e-01	-0.0089	-6.530136	0.000101	32.050468	2.895731	0.003009
 385	1.9200e-01	0.0079	-6.425310	0.000022	7.016023	0.633891	0.000659
 386	1.9250e-01	0.0234	-6.082246	0.000072	22.961529	2.074554	0.002155
 387	1.9300e-01	0.0371	-5.838051	0.000051	16.344144	1.476679	0.001534
 388	1.9350e-01	0.0547	-5.525957	0.000066	20.888614	1.887268	0.001961
 389	1.9400e-01	0.0649	-5.100701	0.000089	28.462729	2.571582	0.002672
 390	1.9450e-01	0.0808	-4.910109	0.000040	12.756405	1.152530	0.001197
 391	1.9500e-01	0.0947	-4.539647	0.000078	24.795263	2.240230	0.002328
 392	1.9550e-01	0.1114	-4.100096	0.000092	29.419460	2.658022	0.002762
 393	1.9600e-01	0.1241	-3.798724	0.000063	20.171066	1.822438	0.001894
 394	1.9650e-01	0.1399	-3.367511	0.000091	28.861367	2.607599	0.002709
 395	1.9700e-01	0.1566	-2.972034	0.000083	26.469541	2.391500	0.002485
 396	1.9750e-01	0.1687	-2.478879	0.000104	33.007199	2.982171	0.003098
 397	1.9800e-01	0.1859	-2.060769	0.000088	27.984364	2.528362	0.002627
 398	1.9850e-01	0.1987	-1.379405	0.000143	45.604149	4.120294	0.004281
 399	1.9900e-01	0.2163	-1.120915	0.000054	17.300875	1.563119	0.001624
 400	1.9950e-01	0.2288	-0.754027	0.000077	24.556080	2.218620	0.002305
 401	2.0000e-01	0.2437	-0.163194	0.000077	24.556080	2.218620	0.003712

Center data before PMax,+/-Pr and +/-Vc Calc.

PMax (uC/cm2):	1.18e+01
Pr (uC/cm2):	-5.68e+00
-Pr (uC/cm2):	-1.63e-01
PLoss (uC/cm2):	1.67e-01
-Vc:	2.01e-01
C (Max-Eff) (nF):	3.74e-02
K (Eff):	1.08e+03
Vert. (+/-Pr) Shift (uC/cm2):	-2.92e+00
Offset (uC/cm2):	-3.87e-01

A (Loop Area - uC/cm2·Volts):	1.06e+00



Hysteresis Version: 5.51.0 - Radiant Technologies, Inc., 1999 - 6/16/25

