»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.51.0
»»»  Vision Version:	5.51.3 (R)
»»»  Vision Compiled:	8/27/25
»»»  Driver Version:	5.51.0
»»»  Windows Version:	Windows 7
»»»  Processor Information:	x86 (AMD or Intel) - 2 Processors
»»»  Tester Name:	PMF20724-485 (500V)
»»»  Tester S/N:	PMF20724-485
»»»  Internal Amp Type:	500V Rev D Slow
»»»  Internal Amp S/N:	  iAB5-000/D   
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:	3/12/2026 - 12:39:36
Configured:	03/09/26 06:20:57 PM
Executed:	03/12/26 12:29:29 PM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:	
Lot Name:	
Wafer Name:	
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	3.14e-06
Sample Thickness (microns):	8.00e-02

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PMF20724-485 (500V)
Tester Serial Number:	PMF20724-485
Return Signal Amp. Level:	20.0 [Index: 0]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:	Hysteresis-1493
Volts:	0.60
Field:	75.00 (kV/cm)
DCBias:	0.40
DCField:	50.00 (kV/cm)
Hysteresis Period (ms):	2.00e-01
Preset:	Enabled
Preset Delay (ms):	1.00e+03
Profile:	Double Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:	401

Valid Data

Point	Time (ms)	Drive Voltage	Measured Polarization (uC/cm2)	Capacitance (uF)	Normalized Capacitance (uF/cm2)	Dielectric Constant	Instantaneous Current (mA)
 284	1.4150e-01	0.6021	19.370036	0.000053	16.920878	1.528786	-0.001272
 285	1.4200e-01	0.5897	19.051986	0.000083	26.575731	2.401094	-0.001998
 286	1.4250e-01	0.5799	18.776820	0.000072	22.992487	2.077351	-0.001729
 287	1.4300e-01	0.5676	18.490933	0.000075	23.888298	2.158286	-0.001796
 288	1.4350e-01	0.5553	18.115706	0.000098	31.353391	2.832751	-0.002358
 289	1.4400e-01	0.5440	17.815525	0.000079	25.082713	2.266201	-0.001886
 290	1.4450e-01	0.5322	17.431960	0.000101	32.050133	2.895701	-0.002410
 291	1.4500e-01	0.5202	17.055542	0.000099	31.452925	2.841744	-0.002365
 292	1.4550e-01	0.5086	16.646962	0.000107	34.140359	3.084551	-0.002567
 293	1.4600e-01	0.4971	16.231234	0.000109	34.737566	3.138508	-0.002612
 294	1.4650e-01	0.4854	15.759521	0.000124	39.415691	3.561173	-0.002964
 295	1.4700e-01	0.4700	15.337838	0.000111	35.235239	3.183473	-0.002649
 296	1.4750e-01	0.4624	14.563560	0.000203	64.697473	5.845359	-0.004865
 297	1.4800e-01	0.4487	14.140686	0.000111	35.334774	3.192465	-0.002657
 298	1.4850e-01	0.4327	13.524838	0.000162	51.459375	4.649309	-0.003869
 299	1.4900e-01	0.4241	13.017388	0.000133	42.401728	3.830959	-0.003188
 300	1.4950e-01	0.4122	12.294332	0.000190	60.417486	5.458666	-0.004543
 301	1.5000e-01	0.4001	11.643939	0.000171	54.345877	4.910102	-0.004086
 302	1.5050e-01	0.3872	10.900633	0.000195	62.109574	5.611545	-0.004670
 303	1.5100e-01	0.3760	10.191872	0.000186	59.223071	5.350752	-0.004453
 304	1.5150e-01	0.3638	9.389006	0.000211	67.086303	6.061188	-0.005044
 305	1.5200e-01	0.3516	8.551595	0.000220	69.972805	6.321981	-0.005261
 306	1.5250e-01	0.3424	7.659389	0.000234	74.551396	6.735652	-0.005606
 307	1.5300e-01	0.3308	6.726683	0.000245	77.935571	7.041410	-0.005860
 308	1.5350e-01	0.3158	5.816609	0.000239	76.044414	6.870545	-0.005718
 309	1.5400e-01	0.3060	4.789798	0.000270	85.798803	7.751846	-0.006451
 310	1.5450e-01	0.2910	3.655780	0.000298	94.756914	8.561203	-0.007125
 311	1.5500e-01	0.2796	2.740942	0.000240	76.442553	6.906517	-0.005748
 312	1.5550e-01	0.2697	1.562849	0.000309	98.439693	8.893939	-0.007402
 313	1.5600e-01	0.2557	0.490773	0.000281	89.581116	8.093574	-0.006736
 314	1.5650e-01	0.2435	-0.712335	0.000316	100.529920	9.082789	-0.007559
 315	1.5700e-01	0.2335	-1.811809	0.000289	91.870412	8.300410	-0.006908
 316	1.5750e-01	0.2225	-3.020873	0.000317	101.027592	9.127753	-0.007597
 317	1.5800e-01	0.2090	-4.104861	0.000285	90.576462	8.183503	-0.006811
 318	1.5850e-01	0.1956	-5.293674	0.000312	99.335505	8.974875	-0.007469
 319	1.5900e-01	0.1878	-6.456281	0.000305	97.145744	8.777032	-0.007305
 320	1.5950e-01	0.1728	-7.592682	0.000298	94.955983	8.579189	-0.007140
 321	1.6000e-01	0.1648	-8.732657	0.000299	95.254587	8.606167	-0.007162
 322	1.6050e-01	0.1501	-9.841660	0.000291	92.666688	8.372353	-0.006968
 323	1.6100e-01	0.1377	-10.908971	0.000280	89.182978	8.057603	-0.006706
 324	1.6150e-01	0.1273	-11.981048	0.000281	89.581116	8.093574	-0.006736
 325	1.6200e-01	0.1156	-12.878018	0.000235	74.949534	6.771624	-0.005636
 326	1.6250e-01	0.1009	-13.817872	0.000247	78.532779	7.095367	-0.005905
 327	1.6300e-01	0.0884	-14.726754	0.000239	75.944880	6.861552	-0.005711
 328	1.6350e-01	0.0780	-15.647549	0.000242	76.940226	6.951481	-0.005785
 329	1.6400e-01	0.0661	-16.324148	0.000178	56.535638	5.107945	-0.004251
 330	1.6450e-01	0.0532	-17.060307	0.000193	61.512367	5.557588	-0.004625
 331	1.6500e-01	0.0401	-17.707126	0.000170	54.047274	4.883123	-0.004064
 332	1.6550e-01	0.0284	-18.326548	0.000163	51.757978	4.676287	-0.003892
 333	1.6600e-01	0.0175	-18.941205	0.000161	51.359840	4.640316	-0.003862
 334	1.6650e-01	0.0032	-19.511788	0.000150	47.677061	4.307580	-0.003585
 335	1.6700e-01	-0.0082	-20.049017	0.000141	44.890093	4.055780	-0.003375
 336	1.6750e-01	-0.0220	-20.488568	0.000115	36.728258	3.318365	-0.002762
 337	1.6800e-01	-0.0339	-20.938840	0.000118	37.624069	3.399301	-0.002829
 338	1.6850e-01	-0.0443	-21.298582	0.000094	30.059441	2.715844	-0.002260
 339	1.6900e-01	-0.0600	-21.657132	0.000094	29.959907	2.706851	-0.002253
 340	1.6950e-01	-0.0671	-21.918003	0.000068	21.798072	1.969436	-0.001639
 341	1.7000e-01	-0.0813	-22.386143	0.000123	39.117088	3.534194	-0.002941
 342	1.7050e-01	-0.0909	-22.598176	0.000056	17.717154	1.600729	-0.001332
 343	1.7100e-01	-0.1048	-22.707766	0.000029	9.157181	0.827343	-0.000689
 344	1.7150e-01	-0.1173	-23.034154	0.000086	27.272473	2.464044	-0.002051
 345	1.7200e-01	-0.1272	-23.129450	0.000025	7.962766	0.719429	-0.000599
 346	1.7250e-01	-0.1390	-23.303364	0.000046	14.532048	1.312958	-0.001093
 347	1.7300e-01	-0.1474	-23.492764	0.000050	15.825997	1.429865	-0.001190
 348	1.7350e-01	-0.1620	-23.605928	0.000030	9.455785	0.854322	-0.000711
 349	1.7400e-01	-0.1748	-23.731003	0.000033	10.451130	0.944250	-0.000786
 350	1.7450e-01	-0.1833	-23.877521	0.000038	12.242753	1.106122	-0.000921
 351	1.7500e-01	-0.2009	-24.019273	0.000037	11.844614	1.070150	-0.000891
 352	1.7550e-01	-0.1908	-24.046670	-0.000007	-2.289295	-0.206836	-0.000172
 353	1.7600e-01	-0.1789	-23.975199	0.000019	5.972074	0.539572	0.000449
 354	1.7650e-01	-0.1664	-23.839402	0.000036	11.346941	1.025186	0.000853
 355	1.7700e-01	-0.1534	-23.906109	-0.000018	-5.573936	-0.503600	-0.000419
 356	1.7750e-01	-0.1432	-23.709562	0.000052	16.423205	1.483822	0.001235
 357	1.7800e-01	-0.1302	-23.722665	-0.000003	-1.094880	-0.098921	-0.000082
 358	1.7850e-01	-0.1176	-23.552324	0.000045	14.233444	1.285979	0.001070
 359	1.7900e-01	-0.1069	-23.517779	0.000009	2.886503	0.260793	0.000217
 360	1.7950e-01	-0.0954	-23.348630	0.000044	14.133909	1.276986	0.001063
 361	1.8000e-01	-0.0838	-23.302173	0.000012	3.881848	0.350722	0.000292
 362	1.8050e-01	-0.0703	-23.155656	0.000038	12.242753	1.106122	0.000921
 363	1.8100e-01	-0.0568	-23.071081	0.000022	7.066955	0.638493	0.000531
 364	1.8150e-01	-0.0472	-22.959109	0.000029	9.356250	0.845329	0.000704
 365	1.8200e-01	-0.0371	-22.859048	0.000026	8.360904	0.755400	0.000629
 366	1.8250e-01	-0.0217	-22.769708	0.000023	7.465093	0.674465	0.000561
 367	1.8300e-01	-0.0121	-22.651780	0.000031	9.853923	0.890293	0.000741
 368	1.8350e-01	0.0028	-22.496925	0.000041	12.939495	1.169072	0.000973
 369	1.8400e-01	0.0137	-22.443321	0.000014	4.479056	0.404679	0.000337
 370	1.8450e-01	0.0256	-22.256303	0.000049	15.626928	1.411879	0.001175
 371	1.8500e-01	0.0396	-22.156243	0.000026	8.360904	0.755400	0.000629
 372	1.8550e-01	0.0475	-21.989475	0.000044	13.934840	1.259000	0.001048
 373	1.8600e-01	0.0612	-21.904900	0.000022	7.066955	0.638493	0.000531
 374	1.8650e-01	0.0751	-21.717883	0.000049	15.626928	1.411879	0.001175
 375	1.8700e-01	0.0845	-21.630925	0.000023	7.266024	0.656479	0.000546
 376	1.8750e-01	0.0978	-21.430804	0.000053	16.721808	1.510801	0.001257
 377	1.8800e-01	0.1115	-21.271184	0.000042	13.337633	1.205043	0.001003
 378	1.8850e-01	0.1195	-21.096078	0.000046	14.631582	1.321950	0.001100
 379	1.8900e-01	0.1334	-20.878089	0.000057	18.214827	1.645693	0.001370
 380	1.8950e-01	0.1431	-20.701792	0.000046	14.731117	1.330943	0.001108
 381	1.9000e-01	0.1569	-20.473083	0.000060	19.110638	1.726629	0.001437
 382	1.9050e-01	0.1688	-20.252712	0.000058	18.413896	1.663679	0.001385
 383	1.9100e-01	0.1812	-20.008516	0.000064	20.404588	1.843536	0.001534
 384	1.9150e-01	0.1943	-19.741689	0.000070	22.295745	2.014401	0.001676
 385	1.9200e-01	0.2058	-19.406963	0.000088	27.969215	2.526994	0.002103
 386	1.9250e-01	0.2182	-19.150855	0.000067	21.399933	1.933465	0.001609
 387	1.9300e-01	0.2332	-18.820894	0.000087	27.571077	2.491022	0.002073
 388	1.9350e-01	0.2413	-18.455197	0.000096	30.557114	2.760808	0.002298
 389	1.9400e-01	0.2544	-18.101412	0.000093	29.561768	2.670880	0.002223
 390	1.9450e-01	0.2641	-17.719038	0.000100	31.950598	2.886708	0.002402
 391	1.9500e-01	0.2771	-17.256854	0.000121	38.619415	3.489230	0.002904
 392	1.9550e-01	0.2919	-16.819685	0.000115	36.529189	3.300380	0.002747
 393	1.9600e-01	0.3036	-16.319383	0.000131	41.804521	3.777001	0.003143
 394	1.9650e-01	0.3117	-15.816698	0.000132	42.003590	3.794987	0.003158
 395	1.9700e-01	0.3236	-15.266366	0.000144	45.984973	4.154702	0.003458
 396	1.9750e-01	0.3365	-14.687445	0.000152	48.373803	4.370530	0.003637
 397	1.9800e-01	0.3497	-14.128774	0.000147	46.681715	4.217652	0.003510
 398	1.9850e-01	0.3597	-13.491484	0.000167	53.250997	4.811180	0.004004
 399	1.9900e-01	0.3735	-12.695765	0.000209	66.489095	6.007231	0.005000
 400	1.9950e-01	0.3838	-12.221669	0.000124	39.614760	3.579158	0.002979
 401	2.0000e-01	0.3985	-11.521246	0.000124	39.614760	3.579158	0.004401

Center data before PMax,+/-Pr and +/-Vc Calc.

PMax (uC/cm2):	2.38e+01
Pr (uC/cm2):	-1.97e+01
-Pr (uC/cm2):	-1.15e+01
PLoss (uC/cm2):	6.74e-01
Vc:	5.84e-01
-Vc:	2.51e-01
C (Max-Eff) (nF):	7.52e-02
K (Eff):	2.16e+03
Vert. (+/-Pr) Shift (uC/cm2):	-1.56e+01
Horiz. Shift (+/-Vc):	4.18e-01
Offset (uC/cm2):	8.33e+00

A (Loop Area - uC/cm2·Volts):	1.24e+01



Hysteresis Version: 5.51.0 - Radiant Technologies, Inc., 1999 - 6/16/25

