»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.51.0
»»»  Vision Version:	5.51.3 (R)
»»»  Vision Compiled:	8/27/25
»»»  Driver Version:	5.51.0
»»»  Windows Version:	Windows 7
»»»  Processor Information:	x86 (AMD or Intel) - 2 Processors
»»»  Tester Name:	PMF20724-485 (500V)
»»»  Tester S/N:	PMF20724-485
»»»  Internal Amp Type:	500V Rev D Slow
»»»  Internal Amp S/N:	  iAB5-000/D   
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:	3/12/2026 - 12:49:55
Configured:	03/09/26 06:20:57 PM
Executed:	03/12/26 12:49:33 PM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:	
Lot Name:	
Wafer Name:	
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	3.14e-06
Sample Thickness (microns):	8.00e-02

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PMF20724-485 (500V)
Tester Serial Number:	PMF20724-485
Return Signal Amp. Level:	100.0 [Index: 0]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:	'
Volts:	0.75
Field:	93.75 (kV/cm)
DCBias:	0.25
DCField:	31.25 (kV/cm)
Hysteresis Period (ms):	2.00e+00
Preset:	Enabled
Preset Delay (ms):	1.00e+03
Profile:	Double Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:	2001

Valid Data

Point	Time (ms)	Drive Voltage	Measured Polarization (uC/cm2)	Capacitance (uF)	Normalized Capacitance (uF/cm2)	Dielectric Constant	Instantaneous Current (mA)
 287	2.8600e-01	0.8866	14.090279	0.000015	4.778836	0.431764	-0.000049
 288	2.8700e-01	0.8860	14.066338	0.000023	7.327548	0.662037	-0.000075
 289	2.8800e-01	0.8807	14.045781	0.000020	6.292134	0.568489	-0.000065
 290	2.8900e-01	0.8792	14.029126	0.000016	5.097425	0.460548	-0.000052
 291	2.9000e-01	0.8771	14.005967	0.000022	7.088606	0.640449	-0.000073
 292	2.9100e-01	0.8714	13.988011	0.000017	5.495661	0.496528	-0.000056
 293	2.9200e-01	0.8686	13.969015	0.000018	5.814250	0.525312	-0.000060
 294	2.9300e-01	0.8669	13.952621	0.000016	5.017778	0.453352	-0.000052
 295	2.9400e-01	0.8647	13.930762	0.000021	6.690370	0.604469	-0.000069
 296	2.9500e-01	0.8619	13.910985	0.000019	6.053192	0.546901	-0.000062
 297	2.9600e-01	0.8595	13.894331	0.000016	5.097425	0.460548	-0.000052
 298	2.9700e-01	0.8553	13.875595	0.000018	5.734603	0.518116	-0.000059
 299	2.9800e-01	0.8523	13.858941	0.000016	5.097425	0.460548	-0.000052
 300	2.9900e-01	0.8482	13.841506	0.000017	5.336367	0.482136	-0.000055
 301	3.0000e-01	0.8474	13.818346	0.000022	7.088606	0.640449	-0.000073
 302	3.0100e-01	0.8434	13.799610	0.000018	5.734603	0.518116	-0.000059
 303	3.0200e-01	0.8418	13.776190	0.000023	7.168254	0.647645	-0.000074
 304	3.0300e-01	0.8356	13.755372	0.000020	6.371781	0.575685	-0.000065
 305	3.0400e-01	0.8321	13.737157	0.000018	5.575308	0.503724	-0.000057
 306	3.0500e-01	0.8306	13.715818	0.000021	6.531076	0.590077	-0.000067
 307	3.0600e-01	0.8276	13.697082	0.000018	5.734603	0.518116	-0.000059
 308	3.0700e-01	0.8257	13.677305	0.000019	6.053192	0.546901	-0.000062
 309	3.0800e-01	0.8249	13.654926	0.000022	6.849665	0.618861	-0.000070
 310	3.0900e-01	0.8204	13.629945	0.000024	7.646137	0.690822	-0.000078
 311	3.1000e-01	0.8168	13.606785	0.000022	7.088606	0.640449	-0.000073
 312	3.1100e-01	0.8134	13.587528	0.000019	5.893897	0.532508	-0.000060
 313	3.1200e-01	0.8147	13.564369	-0.000022	-7.088606	-0.640449	-0.000073
 314	3.1300e-01	0.8048	13.544332	0.000019	6.132839	0.554097	-0.000063
 315	3.1400e-01	0.8031	13.525595	0.000018	5.734603	0.518116	-0.000059
 316	3.1500e-01	0.8008	13.505038	0.000020	6.292134	0.568489	-0.000065
 317	3.1600e-01	0.7980	13.478235	0.000026	8.203668	0.741194	-0.000084
 318	3.1700e-01	0.7967	13.451692	0.000026	8.124021	0.733998	-0.000083
 319	3.1800e-01	0.7930	13.425150	0.000026	8.124021	0.733998	-0.000083
 320	3.1900e-01	0.7895	13.410057	0.000015	4.619541	0.417371	-0.000047
 321	3.2000e-01	0.7871	13.387157	0.000022	7.008959	0.633253	-0.000072
 322	3.2100e-01	0.7838	13.369462	0.000017	5.416014	0.489332	-0.000056
 323	3.2200e-01	0.7808	13.345261	0.000023	7.407195	0.669234	-0.000076
 324	3.2300e-01	0.7819	13.321581	-0.000023	-7.247901	-0.654841	-0.000074
 325	3.2400e-01	0.7748	13.297640	0.000023	7.327548	0.662037	-0.000075
 326	3.2500e-01	0.7695	13.273179	0.000024	7.486843	0.676430	-0.000077
 327	3.2600e-01	0.7677	13.248979	0.000023	7.407195	0.669234	-0.000076
 328	3.2700e-01	0.7650	13.227120	0.000021	6.690370	0.604469	-0.000069
 329	3.2800e-01	0.7600	13.203960	0.000022	7.088606	0.640449	-0.000073
 330	3.2900e-01	0.7617	13.177938	-0.000025	-7.964726	-0.719606	-0.000082
 331	3.3000e-01	0.7565	13.153217	0.000024	7.566490	0.683626	-0.000078
 332	3.3100e-01	0.7568	13.126154	-0.000026	-8.283315	-0.748390	-0.000085
 333	3.3200e-01	0.7498	13.102994	0.000022	7.088606	0.640449	-0.000073
 334	3.3300e-01	0.7460	13.082176	0.000020	6.371781	0.575685	-0.000065
 335	3.3400e-01	0.7449	13.055373	0.000026	8.203668	0.741194	-0.000084
 336	3.3500e-01	0.7413	13.034555	0.000020	6.371781	0.575685	-0.000065
 337	3.3600e-01	0.7360	13.004369	0.000029	9.239082	0.834743	-0.000095
 338	3.3700e-01	0.7337	12.977566	0.000026	8.203668	0.741194	-0.000084
 339	3.3800e-01	0.7314	12.954927	0.000022	6.929312	0.626057	-0.000071
 340	3.3900e-01	0.7290	12.930466	0.000024	7.486843	0.676430	-0.000077
 341	3.4000e-01	0.7246	12.899760	0.000030	9.398377	0.849135	-0.000096
 342	3.4100e-01	0.7230	12.878422	0.000021	6.531076	0.590077	-0.000067
 343	3.4200e-01	0.7198	12.855002	0.000023	7.168254	0.647645	-0.000074
 344	3.4300e-01	0.7180	12.827938	0.000026	8.283315	0.748390	-0.000085
 345	3.4400e-01	0.7146	12.801916	0.000025	7.964726	0.719606	-0.000082
 346	3.4500e-01	0.7114	12.774593	0.000026	8.362963	0.755586	-0.000086
 347	3.4600e-01	0.7080	12.748570	0.000025	7.964726	0.719606	-0.000082
 348	3.4700e-01	0.7041	12.718385	0.000029	9.239082	0.834743	-0.000095
 349	3.4800e-01	0.7024	12.692883	0.000025	7.805432	0.705214	-0.000080
 350	3.4900e-01	0.7000	12.662437	0.000029	9.318730	0.841939	-0.000096
 351	3.5000e-01	0.6956	12.636154	0.000025	8.044374	0.726802	-0.000083
 352	3.5100e-01	0.6929	12.608831	0.000026	8.362963	0.755586	-0.000086
 353	3.5200e-01	0.6917	12.586452	0.000022	6.849665	0.618861	-0.000070
 354	3.5300e-01	0.6915	12.559649	0.000026	8.203668	0.741194	-0.000084
 355	3.5400e-01	0.6860	12.527641	0.000031	9.796613	0.885115	-0.000101
 356	3.5500e-01	0.6802	12.501359	0.000025	8.044374	0.726802	-0.000083
 357	3.5600e-01	0.6792	12.466489	0.000034	10.672733	0.964272	-0.000110
 358	3.5700e-01	0.6755	12.441247	0.000024	7.725784	0.698018	-0.000079
 359	3.5800e-01	0.6720	12.414965	0.000025	8.044374	0.726802	-0.000083
 360	3.5900e-01	0.6682	12.385820	0.000028	8.920493	0.805959	-0.000092
 361	3.6000e-01	0.6704	12.351210	-0.000033	-10.593086	-0.957076	-0.000109
 362	3.6100e-01	0.6621	12.321025	0.000029	9.239082	0.834743	-0.000095
 363	3.6200e-01	0.6615	12.289798	0.000030	9.557672	0.863527	-0.000098
 364	3.6300e-01	0.6566	12.257790	0.000031	9.796613	0.885115	-0.000101
 365	3.6400e-01	0.6556	12.232809	0.000024	7.646137	0.690822	-0.000078
 366	3.6500e-01	0.6525	12.207567	0.000024	7.725784	0.698018	-0.000079
 367	3.6600e-01	0.6529	12.177642	-0.000029	-9.159435	-0.827547	-0.000094
 368	3.6700e-01	0.6483	12.144854	0.000032	10.035555	0.906703	-0.000103
 369	3.6800e-01	0.6435	12.115188	0.000029	9.079788	0.820351	-0.000093
 370	3.6900e-01	0.6424	12.081359	0.000033	10.354144	0.935488	-0.000106
 371	3.7000e-01	0.6362	12.051694	0.000029	9.079788	0.820351	-0.000093
 372	3.7100e-01	0.6310	12.017865	0.000033	10.354144	0.935488	-0.000106
 373	3.7200e-01	0.6286	11.994705	0.000022	7.088606	0.640449	-0.000073
 374	3.7300e-01	0.6289	11.959835	-0.000034	-10.672733	-0.964272	-0.000110
 375	3.7400e-01	0.6266	11.924705	0.000034	10.752380	0.971468	-0.000110
 376	3.7500e-01	0.6190	11.890616	0.000033	10.433791	0.942684	-0.000107
 377	3.7600e-01	0.6197	11.853404	-0.000036	-11.389559	-1.029037	-0.000117
 378	3.7700e-01	0.6174	11.817233	0.000035	11.070970	1.000252	-0.000114
 379	3.7800e-01	0.6118	11.783925	0.000032	10.194850	0.921096	-0.000105
 380	3.7900e-01	0.6100	11.754260	0.000029	9.079788	0.820351	-0.000093
 381	3.8000e-01	0.6118	11.717828	-0.000035	-11.150617	-1.007448	-0.000114
 382	3.8100e-01	0.6040	11.681918	0.000035	10.991322	0.993056	-0.000113
 383	3.8200e-01	0.5988	11.647828	0.000033	10.433791	0.942684	-0.000107
 384	3.8300e-01	0.5966	11.614520	0.000032	10.194850	0.921096	-0.000105
 385	3.8400e-01	0.5943	11.576527	0.000037	11.628500	1.050625	-0.000119
 386	3.8500e-01	0.5900	11.539316	0.000036	11.389559	1.029037	-0.000117
 387	3.8600e-01	0.5883	11.507048	0.000031	9.876261	0.892311	-0.000101
 388	3.8700e-01	0.5865	11.468535	0.000037	11.787795	1.065017	-0.000121
 389	3.8800e-01	0.5819	11.430282	0.000037	11.708148	1.057821	-0.000120
 390	3.8900e-01	0.5770	11.389167	0.000040	12.584268	1.136977	-0.000129
 391	3.9000e-01	0.5768	11.349093	0.000039	12.265678	1.108193	-0.000126
 392	3.9100e-01	0.5734	11.312401	0.000035	11.230264	1.014644	-0.000115
 393	3.9200e-01	0.5753	11.275450	-0.000036	-11.309911	-1.021840	-0.000116
 394	3.9300e-01	0.5653	11.236677	0.000037	11.867442	1.072213	-0.000122
 395	3.9400e-01	0.5639	11.200506	0.000035	11.070970	1.000252	-0.000114
 396	3.9500e-01	0.5639	11.157569	0.000041	13.141798	1.187350	-0.000135
 397	3.9600e-01	0.5582	11.121918	0.000034	10.911675	0.985860	-0.000112
 398	3.9700e-01	0.5538	11.083926	0.000037	11.628500	1.050625	-0.000119
 399	3.9800e-01	0.5506	11.040469	0.000042	13.301093	1.201742	-0.000137
 400	3.9900e-01	0.5500	10.995190	0.000044	13.858624	1.252114	-0.000142
 401	4.0000e-01	0.5470	10.959800	0.000034	10.832028	0.978664	-0.000111
 402	4.0100e-01	0.5427	10.921026	0.000037	11.867442	1.072213	-0.000122
 403	4.0200e-01	0.5431	10.874967	-0.000044	-14.097566	-1.273703	-0.000145
 404	4.0300e-01	0.5400	10.830469	0.000043	13.619682	1.230526	-0.000140
 405	4.0400e-01	0.5354	10.782588	0.000046	14.655096	1.324075	-0.000150
 406	4.0500e-01	0.5312	10.739131	0.000042	13.301093	1.201742	-0.000137
 407	4.0600e-01	0.5276	10.694633	0.000043	13.619682	1.230526	-0.000140
 408	4.0700e-01	0.5245	10.655599	0.000038	11.947089	1.079409	-0.000123
 409	4.0800e-01	0.5244	10.611622	0.000042	13.460387	1.216134	-0.000138
 410	4.0900e-01	0.5180	10.561919	0.000048	15.212627	1.374447	-0.000156
 411	4.1000e-01	0.5126	10.520283	0.000040	12.743562	1.151370	-0.000131
 412	4.1100e-01	0.5116	10.471101	0.000047	15.053333	1.360055	-0.000155
 413	4.1200e-01	0.5107	10.419838	0.000049	15.690511	1.417624	-0.000161
 414	4.1300e-01	0.5053	10.369875	0.000048	15.292274	1.381643	-0.000157
 415	4.1400e-01	0.5035	10.325637	0.000043	13.540035	1.223330	-0.000139
 416	4.1500e-01	0.5009	10.281139	0.000043	13.619682	1.230526	-0.000140
 417	4.1600e-01	0.4966	10.235079	0.000044	14.097566	1.273703	-0.000145
 418	4.1700e-01	0.4945	10.179912	0.000053	16.885220	1.525565	-0.000173
 419	4.1800e-01	0.4917	10.128388	0.000050	15.770158	1.424820	-0.000162
 420	4.1900e-01	0.4881	10.074782	0.000052	16.407336	1.482388	-0.000168
 421	4.2000e-01	0.4842	10.022998	0.000050	15.849805	1.432016	-0.000163
 422	4.2100e-01	0.4842	9.970693	0.000050	16.009100	1.446408	-0.000164
 423	4.2200e-01	0.4813	9.917347	0.000051	16.327689	1.475192	-0.000168
 424	4.2300e-01	0.4810	9.863481	0.000052	16.486983	1.489584	-0.000169
 425	4.2400e-01	0.4745	9.813779	0.000048	15.212627	1.374447	-0.000156
 426	4.2500e-01	0.4704	9.756009	0.000056	17.681692	1.597525	-0.000181
 427	4.2600e-01	0.4700	9.695377	0.000058	18.557812	1.676682	-0.000190
 428	4.2700e-01	0.4672	9.638389	0.000055	17.442751	1.575937	-0.000179
 429	4.2800e-01	0.4586	9.582961	0.000053	16.964867	1.532761	-0.000174
 430	4.2900e-01	0.4581	9.522590	0.000058	18.478165	1.669486	-0.000190
 431	4.3000e-01	0.4570	9.468463	0.000052	16.566631	1.496780	-0.000170
 432	4.3100e-01	0.4519	9.410954	0.000055	17.602045	1.590329	-0.000181
 433	4.3200e-01	0.4491	9.350322	0.000058	18.557812	1.676682	-0.000190
 434	4.3300e-01	0.4474	9.283965	0.000064	20.310052	1.834995	-0.000208
 435	4.3400e-01	0.4424	9.219170	0.000062	19.832168	1.791819	-0.000204
 436	4.3500e-01	0.4389	9.159579	0.000057	18.239223	1.647898	-0.000187
 437	4.3600e-01	0.4378	9.097386	0.000060	19.035696	1.719858	-0.000195
 438	4.3700e-01	0.4349	9.033631	0.000061	19.513579	1.763035	-0.000200
 439	4.3800e-01	0.4311	8.976903	0.000055	17.363103	1.568741	-0.000178
 440	4.3900e-01	0.4327	8.916791	-0.000058	-18.398518	-1.662290	-0.000189
 441	4.4000e-01	0.4260	8.836382	0.000077	24.611004	2.223582	-0.000253
 442	4.4100e-01	0.4244	8.758836	0.000075	23.734884	2.144426	-0.000244
 443	4.4200e-01	0.4205	8.689357	0.000067	21.265819	1.921348	-0.000218
 444	4.4300e-01	0.4149	8.618836	0.000068	21.584408	1.950132	-0.000222
 445	4.4400e-01	0.4134	8.548576	0.000068	21.504761	1.942936	-0.000221
 446	4.4500e-01	0.4123	8.475974	0.000070	22.221586	2.007701	-0.000228
 447	4.4600e-01	0.4106	8.411439	0.000062	19.752521	1.784623	-0.000203
 448	4.4700e-01	0.4067	8.325305	0.000083	26.363244	2.381896	-0.000271
 449	4.4800e-01	0.4019	8.238651	0.000083	26.522539	2.396288	-0.000272
 450	4.4900e-01	0.4001	8.158502	0.000077	24.531357	2.216386	-0.000252
 451	4.5000e-01	0.3979	8.078354	0.000077	24.531357	2.216386	-0.000252
 452	4.5100e-01	0.3930	8.001848	0.000074	23.416295	2.115641	-0.000240
 453	4.5200e-01	0.3931	7.919878	-0.000079	-25.088888	-2.266759	-0.000258
 454	4.5300e-01	0.3860	7.848837	0.000068	21.743703	1.964524	-0.000223
 455	4.5400e-01	0.3836	7.757499	0.000088	27.956189	2.525817	-0.000287
 456	4.5500e-01	0.3805	7.663819	0.000090	28.673015	2.590581	-0.000294
 457	4.5600e-01	0.3771	7.574302	0.000086	27.398658	2.475444	-0.000281
 458	4.5700e-01	0.3734	7.488949	0.000082	26.124302	2.360308	-0.000268
 459	4.5800e-01	0.3731	7.399953	0.000086	27.239364	2.461052	-0.000280
 460	4.5900e-01	0.3698	7.318764	0.000078	24.849946	2.245171	-0.000255
 461	4.6000e-01	0.3673	7.230548	0.000085	27.000422	2.439464	-0.000277
 462	4.6100e-01	0.3619	7.135307	0.000092	29.150898	2.633758	-0.000299
 463	4.6200e-01	0.3621	7.031998	-0.000099	-31.619963	-2.856836	-0.000325
 464	4.6300e-01	0.3558	6.926087	0.000102	32.416436	2.928796	-0.000333
 465	4.6400e-01	0.3545	6.825121	0.000097	30.903138	2.792071	-0.000317
 466	4.6500e-01	0.3488	6.723374	0.000098	31.142080	2.813659	-0.000320
 467	4.6600e-01	0.3480	6.628653	0.000091	28.991604	2.619366	-0.000298
 468	4.6700e-01	0.3455	6.527426	0.000097	30.982785	2.799267	-0.000318
 469	4.6800e-01	0.3434	6.423337	0.000100	31.858905	2.878424	-0.000327
 470	4.6900e-01	0.3365	6.308839	0.000110	35.044796	3.166266	-0.000360
 471	4.7000e-01	0.3350	6.194601	0.000110	34.965148	3.159070	-0.000359
 472	4.7100e-01	0.3332	6.075159	0.000115	36.558094	3.302991	-0.000375
 473	4.7200e-01	0.3298	5.967427	0.000104	32.973967	2.979169	-0.000338
 474	4.7300e-01	0.3282	5.857613	0.000106	33.611145	3.036737	-0.000345
 475	4.7400e-01	0.3245	5.743896	0.000109	34.805854	3.144678	-0.000357
 476	4.7500e-01	0.3225	5.639286	0.000101	32.018200	2.892816	-0.000329
 477	4.7600e-01	0.3204	5.513859	0.000121	38.389981	3.468501	-0.000394
 478	4.7700e-01	0.3140	5.376461	0.000132	42.053755	3.799519	-0.000432
 479	4.7800e-01	0.3108	5.246610	0.000125	39.743984	3.590834	-0.000408
 480	4.7900e-01	0.3086	5.120142	0.000122	38.708570	3.497285	-0.000397
 481	4.8000e-01	0.3102	4.995495	-0.000120	-38.151039	-3.446913	-0.000392
 482	4.8100e-01	0.3033	4.883599	0.000108	34.248323	3.094306	-0.000352
 483	4.8200e-01	0.2988	4.757391	0.000121	38.628922	3.490089	-0.000396
 484	4.8300e-01	0.2969	4.639771	0.000113	36.000563	3.252619	-0.000370
 485	4.8400e-01	0.2947	4.496388	0.000138	43.885642	3.965029	-0.000450
 486	4.8500e-01	0.2894	4.343377	0.000147	46.832591	4.231283	-0.000481
 487	4.8600e-01	0.2887	4.198954	0.000139	44.204231	3.993813	-0.000454
 488	4.8700e-01	0.2828	4.055571	0.000138	43.885642	3.965029	-0.000450
 489	4.8800e-01	0.2821	3.924939	0.000126	39.982926	3.612422	-0.000410
 490	4.8900e-01	0.2799	3.793266	0.000127	40.301515	3.641206	-0.000414
 491	4.9000e-01	0.2782	3.659512	0.000129	40.938693	3.698775	-0.000420
 492	4.9100e-01	0.2744	3.496092	0.000157	50.018481	4.519125	-0.000513
 493	4.9200e-01	0.2718	3.332152	0.000158	50.177776	4.533517	-0.000515
 494	4.9300e-01	0.2676	3.168732	0.000157	50.018481	4.519125	-0.000513
 495	4.9400e-01	0.2647	3.015461	0.000147	46.912238	4.238479	-0.000482
 496	4.9500e-01	0.2615	2.871818	0.000138	43.965289	3.972225	-0.000451
 497	4.9600e-01	0.2610	2.727654	0.000139	44.124584	3.986617	-0.000453
 498	4.9700e-01	0.2566	2.582710	0.000139	44.363525	4.008205	-0.000455
 499	4.9800e-01	0.2512	2.424755	0.000152	48.345889	4.368008	-0.000496
 500	4.9900e-01	0.2496	2.233752	0.000184	58.461091	5.281908	-0.000600
 501	5.0000e-01	0.2462	2.053417	0.000173	55.195553	4.986869	-0.000567
 502	5.0100e-01	0.2437	1.893641	0.000154	48.903419	4.418381	-0.000502
 503	5.0200e-01	0.2438	1.737247	-0.000150	-47.868005	-4.324832	-0.000491
 504	5.0300e-01	0.2364	1.593083	0.000139	44.124584	3.986617	-0.000453
 505	5.0400e-01	0.2380	1.441113	-0.000146	-46.514002	-4.202499	-0.000477
 506	5.0500e-01	0.2278	1.285240	0.000150	47.708710	4.310440	-0.000490
 507	5.0600e-01	0.2303	1.089552	-0.000188	-59.894742	-5.411437	-0.000615
 508	5.0700e-01	0.2287	0.906876	0.000176	55.912379	5.051634	-0.000574
 509	5.0800e-01	0.2253	0.733047	0.000167	53.204372	4.806968	-0.000546
 510	5.0900e-01	0.2181	0.567546	0.000159	50.655659	4.576694	-0.000520
 511	5.1000e-01	0.2169	0.406988	0.000154	49.142361	4.439969	-0.000504
 512	5.1100e-01	0.2156	0.243568	0.000157	50.018481	4.519125	-0.000513
 513	5.1200e-01	0.2129	0.099145	0.000139	44.204231	3.993813	-0.000454
 514	5.1300e-01	0.2068	-0.090818	0.000183	58.142502	5.253123	-0.000597
 515	5.1400e-01	0.2042	-0.270111	0.000172	54.876964	4.958085	-0.000563
 516	5.1500e-01	0.2012	-0.453828	0.000177	56.230968	5.080418	-0.000577
 517	5.1600e-01	0.1981	-0.629218	0.000169	53.682255	4.850144	-0.000551
 518	5.1700e-01	0.1968	-0.791077	0.000156	49.540598	4.475949	-0.000508
 519	5.1800e-01	0.1961	-0.953196	0.000156	49.620245	4.483145	-0.000509
 520	5.1900e-01	0.1930	-1.115054	0.000156	49.540598	4.475949	-0.000508
 521	5.2000e-01	0.1879	-1.287322	0.000166	52.726488	4.763791	-0.000541
 522	5.2100e-01	0.1849	-1.487693	0.000193	61.328392	5.540966	-0.000629
 523	5.2200e-01	0.1798	-1.678176	0.000183	58.301796	5.267516	-0.000598
 524	5.2300e-01	0.1775	-1.852265	0.000167	53.284019	4.814164	-0.000547
 525	5.2400e-01	0.1777	-2.017507	-0.000159	-50.576012	-4.569498	-0.000519
 526	5.2500e-01	0.1704	-2.171038	0.000148	46.991885	4.245675	-0.000482
 527	5.2600e-01	0.1711	-2.330815	-0.000154	-48.903419	-4.418381	-0.000502
 528	5.2700e-01	0.1644	-2.492153	0.000155	49.381303	4.461557	-0.000507
 529	5.2800e-01	0.1634	-2.673788	0.000175	55.593789	5.022850	-0.000571
 530	5.2900e-01	0.1598	-2.866353	0.000185	58.938975	5.325084	-0.000605
 531	5.3000e-01	0.1601	-3.042264	-0.000169	-53.841550	-4.864536	-0.000553
 532	5.3100e-01	0.1556	-3.206204	0.000158	50.177776	4.533517	-0.000515
 533	5.3200e-01	0.1527	-3.355051	0.000143	45.558234	4.116146	-0.000468
 534	5.3300e-01	0.1463	-3.504159	0.000143	45.637882	4.123342	-0.000468
 535	5.3400e-01	0.1478	-3.656910	-0.000147	-46.752943	-4.224087	-0.000480
 536	5.3500e-01	0.1410	-3.827356	0.000164	52.168957	4.713419	-0.000535
 537	5.3600e-01	0.1401	-4.007430	0.000173	55.115906	4.979673	-0.000566
 538	5.3700e-01	0.1345	-4.174753	0.000161	51.213190	4.627066	-0.000526
 539	5.3800e-01	0.1366	-4.331927	-0.000151	-48.106947	-4.346420	-0.000494
 540	5.3900e-01	0.1307	-4.480775	0.000143	45.558234	4.116146	-0.000468
 541	5.4000e-01	0.1289	-4.624418	0.000138	43.965289	3.972225	-0.000451
 542	5.4100e-01	0.1250	-4.767800	0.000138	43.885642	3.965029	-0.000450
 543	5.4200e-01	0.1203	-4.904417	0.000131	41.814813	3.777931	-0.000429
 544	5.4300e-01	0.1173	-5.075904	0.000165	52.487546	4.742203	-0.000539
 545	5.4400e-01	0.1151	-5.243227	0.000161	51.213190	4.627066	-0.000526
 546	5.4500e-01	0.1138	-5.400922	0.000152	48.266241	4.360812	-0.000495
 547	5.4600e-01	0.1104	-5.541182	0.000135	42.929875	3.878676	-0.000441
 548	5.4700e-01	0.1059	-5.669212	0.000123	39.186453	3.540461	-0.000402
 549	5.4800e-01	0.1007	-5.791777	0.000118	37.513861	3.389344	-0.000385
 550	5.4900e-01	0.1005	-5.911219	0.000115	36.558094	3.302991	-0.000375
 551	5.5000e-01	0.0985	-6.072557	0.000155	49.381303	4.461557	-0.000507
 552	5.5100e-01	0.0939	-6.228691	0.000150	47.788358	4.317636	-0.000490
 553	5.5200e-01	0.0912	-6.372334	0.000138	43.965289	3.972225	-0.000451
 554	5.5300e-01	0.0878	-6.503486	0.000126	40.142220	3.626814	-0.000412
 555	5.5400e-01	0.0862	-6.625270	0.000117	37.274919	3.367756	-0.000383
 556	5.5500e-01	0.0826	-6.738727	0.000109	34.726207	3.137482	-0.000356
 557	5.5600e-01	0.0818	-6.850102	0.000107	34.089029	3.079913	-0.000350
 558	5.5700e-01	0.0763	-6.985158	0.000130	41.336929	3.734755	-0.000424
 559	5.5800e-01	0.0754	-7.124637	0.000134	42.690933	3.857088	-0.000438
 560	5.5900e-01	0.0708	-7.253187	0.000124	39.345748	3.554853	-0.000404
 561	5.6000e-01	0.0672	-7.374451	0.000117	37.115625	3.353364	-0.000381
 562	5.6100e-01	0.0616	-7.487388	0.000109	34.566912	3.123090	-0.000355
 563	5.6200e-01	0.0627	-7.596161	-0.000105	-33.292556	-3.007953	-0.000342
 564	5.6300e-01	0.0607	-7.700250	0.000100	31.858905	2.878424	-0.000327
 565	5.6400e-01	0.0544	-7.814228	0.000110	34.885501	3.151874	-0.000358
 566	5.6500e-01	0.0549	-7.945380	-0.000126	-40.142220	-3.626814	-0.000412
 567	5.6600e-01	0.0482	-8.062480	0.000113	35.841268	3.238227	-0.000368
 568	5.6700e-01	0.0482	-8.172554	0.000106	33.690792	3.043933	-0.000346
 569	5.6800e-01	0.0412	-8.281067	0.000104	33.212909	3.000757	-0.000341
 570	5.6900e-01	0.0379	-8.375788	0.000091	28.991604	2.619366	-0.000298
 571	5.7000e-01	0.0370	-8.469729	0.000090	28.752662	2.597777	-0.000295
 572	5.7100e-01	0.0329	-8.556643	0.000084	26.602186	2.403484	-0.000273
 573	5.7200e-01	0.0301	-8.668278	0.000107	34.168676	3.087110	-0.000351
 574	5.7300e-01	0.0282	-8.771327	0.000099	31.540316	2.849640	-0.000324
 575	5.7400e-01	0.0251	-8.872293	0.000097	30.903138	2.792071	-0.000317
 576	5.7500e-01	0.0187	-8.960248	0.000085	26.920775	2.432268	-0.000276
 577	5.7600e-01	0.0194	-9.052107	-0.000088	-28.115484	-2.540209	-0.000289
 578	5.7700e-01	0.0111	-9.137720	0.000082	26.203949	2.367504	-0.000269
 579	5.7800e-01	0.0143	-9.222032	-0.000081	-25.805713	-2.331523	-0.000265
 580	5.7900e-01	0.0140	-9.305304	0.000080	25.487124	2.302739	-0.000262
 581	5.8000e-01	0.0067	-9.398203	0.000089	28.434073	2.568993	-0.000292
 582	5.8100e-01	0.0098	-9.490062	-0.000088	-28.115484	-2.540209	-0.000289
 583	5.8200e-01	0.0027	-9.572552	0.000079	25.248182	2.281151	-0.000259
 584	5.8300e-01	-0.0006	-9.647757	0.000072	23.018059	2.079661	-0.000236
 585	5.8400e-01	-0.0049	-9.720879	0.000070	22.380881	2.022093	-0.000230
 586	5.8500e-01	-0.0068	-9.792180	0.000069	21.823350	1.971720	-0.000224
 587	5.8600e-01	-0.0080	-9.860879	0.000066	21.026877	1.899760	-0.000216
 588	5.8700e-01	-0.0140	-9.941288	0.000077	24.611004	2.223582	-0.000253
 589	5.8800e-01	-0.0170	-10.016753	0.000073	23.097706	2.086857	-0.000237
 590	5.8900e-01	-0.0214	-10.090656	0.000071	22.619823	2.043681	-0.000232
